pkt_count,total_bytes,duration_s,pps,bps,iat_mean,iat_std,iat_min,iat_max,iat_cv,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,payload_mean,payload_std,payload_max,syn_ratio,ack_ratio,fin_ratio,rst_ratio,psh_ratio,syn_ack_ratio,bytes_per_pkt,tls_port,label
10,600,2.042747,4.8954,293.7221,0.226972,0.253339,5.2e-05,0.513957,1.1162,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.04197,4.8972,293.8339,0.226886,0.253314,3.2e-05,0.513874,1.1165,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.04168,4.8979,293.8757,0.226853,0.253295,1.2e-05,0.513792,1.1166,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.042266,4.8965,293.7913,0.226918,0.253603,1.4e-05,0.514541,1.1176,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.042454,4.8961,293.7643,0.226939,0.253349,3.2e-05,0.514293,1.1164,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.04182,4.8976,293.8555,0.226869,0.253449,1.4e-05,0.513556,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.041557,4.8982,293.8933,0.22684,0.253415,1.5e-05,0.514021,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.041756,4.8977,293.8647,0.226862,0.253392,3.2e-05,0.514353,1.1169,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.041409,4.8986,293.9146,0.226823,0.253478,5.7e-05,0.514159,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.041775,4.8977,293.862,0.226864,0.253159,7.5e-05,0.51407,1.1159,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.037293,4.9085,294.5084,0.226366,0.25267,9.3e-05,0.514,1.1162,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.035729,4.9122,294.7347,0.226192,0.252806,8.7e-05,0.514613,1.1177,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032007,4.9212,295.2746,0.225779,0.252341,9.2e-05,0.515676,1.1176,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.050297,4.8773,292.6405,0.227811,0.254506,9.4e-05,0.517393,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034367,4.9155,294.932,0.226041,0.25261,9.6e-05,0.516726,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034179,4.916,294.9593,0.22602,0.252588,1.4e-05,0.516662,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.033249,4.9182,295.0942,0.225917,0.252409,9.3e-05,0.516601,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.033305,4.9181,295.0861,0.225923,0.25241,0.000154,0.516625,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.035183,4.9136,294.8138,0.226131,0.252711,9.3e-05,0.516479,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.035294,4.9133,294.7977,0.226144,0.252681,9.6e-05,0.516457,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.019207,4.9524,297.1464,0.224356,0.250648,1.5e-05,0.509635,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034883,4.9143,294.8572,0.226098,0.252672,1.2e-05,0.51654,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.03555,4.9127,294.7606,0.226172,0.252722,8.5e-05,0.516278,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.035375,4.9131,294.786,0.226153,0.252668,1.7e-05,0.516222,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.035132,4.9137,294.8211,0.226126,0.252689,2.5e-05,0.51634,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034858,4.9143,294.8609,0.226095,0.252683,6.8e-05,0.516257,1.1176,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.03633,4.9108,294.6477,0.226259,0.252918,3.4e-05,0.51656,1.1178,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.035528,4.9127,294.7638,0.22617,0.252681,5.1e-05,0.516209,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034817,4.9144,294.8668,0.226091,0.252608,1.9e-05,0.516272,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034906,4.9142,294.8539,0.226101,0.252379,3.7e-05,0.515859,1.1162,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034921,4.9142,294.8517,0.226102,0.252634,6.3e-05,0.516253,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034627,4.9149,294.8944,0.22607,0.252299,0.000109,0.515964,1.116,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034799,4.9145,294.8694,0.226089,0.25239,1.3e-05,0.51592,1.1163,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034225,4.9159,294.9526,0.226025,0.25252,7e-05,0.516227,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034127,4.9161,294.9668,0.226014,0.252445,2.5e-05,0.516007,1.1169,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.033496,4.9176,295.0583,0.225944,0.252387,1.4e-05,0.516302,1.117,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.033587,4.9174,295.0452,0.225954,0.252288,3.1e-05,0.516051,1.1165,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.033898,4.9167,295.0,0.225989,0.25214,1.2e-05,0.515643,1.1157,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.033267,4.9182,295.0916,0.225919,0.252258,2.6e-05,0.515946,1.1166,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.033779,4.917,295.0173,0.225975,0.252247,4.5e-05,0.516033,1.1163,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032958,4.9189,295.1365,0.225884,0.252228,7.4e-05,0.516121,1.1166,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032922,4.919,295.1417,0.22588,0.252224,0.00012,0.516094,1.1166,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032657,4.9197,295.1802,0.225851,0.252398,1.5e-05,0.516323,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.048759,4.881,292.8602,0.22764,0.254258,3.2e-05,0.517241,1.1169,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.033311,4.9181,295.0852,0.225923,0.252033,5e-05,0.515668,1.1156,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032567,4.9199,295.1933,0.225841,0.252246,1.2e-05,0.516164,1.1169,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.033072,4.9187,295.1199,0.225897,0.252085,2.9e-05,0.51571,1.1159,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032963,4.9189,295.1357,0.225885,0.252135,1.2e-05,0.51579,1.1162,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.03312,4.9185,295.1129,0.225902,0.251954,2.8e-05,0.515558,1.1153,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.033004,4.9188,295.1298,0.225889,0.252115,1.1e-05,0.51584,1.1161,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032461,4.9201,295.2086,0.225829,0.252038,1.2e-05,0.515815,1.1161,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032825,4.9193,295.1558,0.225869,0.252238,3.1e-05,0.515989,1.1167,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032333,4.9205,295.2272,0.225815,0.252013,3e-05,0.515902,1.116,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032382,4.9203,295.2201,0.22582,0.252138,5.1e-05,0.516139,1.1165,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032615,4.9198,295.1862,0.225846,0.251993,3.8e-05,0.515728,1.1158,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032713,4.9195,295.172,0.225857,0.252106,9.6e-05,0.515884,1.1162,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032848,4.9192,295.1524,0.225872,0.252041,1.3e-05,0.515539,1.1159,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.03189,4.9215,295.2916,0.225766,0.252311,1.5e-05,0.516381,1.1176,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032156,4.9209,295.2529,0.225795,0.25189,3.1e-05,0.515686,1.1156,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032642,4.9197,295.1823,0.225849,0.251959,4.8e-05,0.515772,1.1156,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.032581,4.9199,295.1912,0.225842,0.25218,6.5e-05,0.516076,1.1166,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.037442,4.9081,294.4869,0.226382,0.253002,9e-05,0.516341,1.1176,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.028419,4.9299,295.7969,0.22538,0.25191,9.1e-05,0.516034,1.1177,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.024861,4.9386,296.3167,0.224985,0.251454,6.4e-05,0.516616,1.1176,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.024359,4.9398,296.3901,0.224929,0.251331,6.5e-05,0.516538,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.024275,4.94,296.4024,0.224919,0.251357,0.000103,0.516577,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.024393,4.9398,296.3852,0.224933,0.251316,0.00012,0.51656,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.024413,4.9397,296.3822,0.224935,0.251282,0.000154,0.516526,1.1171,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.04168,4.8979,293.8756,0.226853,0.253563,8.8e-05,0.516852,1.1177,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.041506,4.8983,293.9007,0.226834,0.253503,1.5e-05,0.516791,1.1176,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.044007,4.8924,293.5411,0.227112,0.253798,9.2e-05,0.51693,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.04404,4.8923,293.5363,0.227116,0.253795,9.5e-05,0.516868,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.025786,4.9364,296.1813,0.225087,0.251496,9.6e-05,0.516142,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.041933,4.8973,293.8392,0.226881,0.253517,9.5e-05,0.517183,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.02565,4.9367,296.2012,0.225072,0.251475,9.9e-05,0.516085,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.025711,4.9365,296.1923,0.225079,0.251528,9.6e-05,0.516203,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.026184,4.9354,296.1232,0.225132,0.25162,9.1e-05,0.516593,1.1177,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.022347,4.9447,296.685,0.224705,0.25118,4.7e-05,0.5167,1.1178,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.053154,4.8706,292.2333,0.228128,0.254943,5.1e-05,0.516902,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.020163,4.9501,297.0058,0.224463,0.25082,5.2e-05,0.51521,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.050175,4.8776,292.658,0.227797,0.254518,6.2e-05,0.516827,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.050128,4.8777,292.6647,0.227792,0.254587,7.8e-05,0.516919,1.1176,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.050183,4.8776,292.6568,0.227798,0.254496,0.000111,0.516861,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.017671,4.9562,297.3725,0.224186,0.25041,3.5e-05,0.512661,1.117,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.049569,4.8791,292.7445,0.22773,0.25439,6.1e-05,0.516833,1.1171,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.04944,4.8794,292.7629,0.227716,0.254453,8e-06,0.51689,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.049331,4.8796,292.7785,0.227703,0.254303,3.3e-05,0.516867,1.1168,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.049117,4.8802,292.8091,0.22768,0.254299,3.2e-05,0.516778,1.1169,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.048835,4.8808,292.8493,0.227648,0.254325,3.7e-05,0.517535,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.048728,4.8811,292.8646,0.227636,0.254392,7e-05,0.516884,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.016742,4.9585,297.5095,0.224082,0.250329,9e-06,0.511779,1.1171,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.016666,4.9587,297.5208,0.224074,0.250391,1.9e-05,0.511769,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.048714,4.8811,292.8667,0.227635,0.254262,4e-05,0.516759,1.117,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.048527,4.8816,292.8934,0.227614,0.254249,8e-06,0.516855,1.117,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.048082,4.8826,292.957,0.227565,0.254091,7.1e-05,0.516726,1.1166,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.016008,4.9603,297.6179,0.224001,0.250203,0.00011,0.510963,1.117,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.047784,4.8833,292.9997,0.227532,0.254182,1.3e-05,0.516839,1.1171,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.047768,4.8834,293.002,0.22753,0.254215,2.4e-05,0.516896,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.047776,4.8833,293.0008,0.227531,0.254156,3.5e-05,0.516805,1.117,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.047895,4.8831,292.9838,0.227544,0.254144,3.5e-05,0.517445,1.1169,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.047844,4.8832,292.9911,0.227538,0.254148,6.5e-05,0.517496,1.1169,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.047077,4.885,293.1008,0.227453,0.254061,8.2e-05,0.516753,1.117,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.01515,4.9624,297.7446,0.223906,0.250011,0.000123,0.510004,1.1166,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.047085,4.885,293.0997,0.227454,0.254031,0.000136,0.516787,1.1168,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.046946,4.8853,293.1196,0.227438,0.254087,0.00011,0.516766,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.047041,4.8851,293.106,0.227449,0.254059,1.8e-05,0.517509,1.117,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.015121,4.9625,297.7488,0.223902,0.250003,0.000181,0.509946,1.1166,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.046836,4.8856,293.1353,0.227426,0.254035,1e-05,0.517557,1.117,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.046844,4.8856,293.1342,0.227427,0.253997,2.1e-05,0.517451,1.1168,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.046725,4.8859,293.1512,0.227414,0.253952,1.6e-05,0.516711,1.1167,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.043184,4.8943,293.6593,0.22702,0.253771,5.4e-05,0.516943,1.1178,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.043296,4.8941,293.6432,0.227033,0.253673,9.6e-05,0.516799,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.03787,4.9071,294.425,0.22643,0.253104,7.4e-05,0.517096,1.1178,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.036938,4.9093,294.5598,0.226326,0.252875,0.00013,0.517154,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.036592,4.9102,294.6098,0.226288,0.252942,1.7e-05,0.517101,1.1178,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.036201,4.9111,294.6664,0.226245,0.252809,6.8e-05,0.516542,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.035552,4.9127,294.7603,0.226172,0.252794,7.5e-05,0.515969,1.1177,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.035679,4.9124,294.7419,0.226187,0.252716,0.000128,0.515916,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.038471,4.9056,294.3382,0.226497,0.253138,9.4e-05,0.516843,1.1176,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.038533,4.9055,294.3293,0.226504,0.253132,9.4e-05,0.516905,1.1176,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.037686,4.9075,294.4517,0.22641,0.253072,8.8e-05,0.516733,1.1178,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.05287,4.8712,292.2737,0.228097,0.254833,9.8e-05,0.516749,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.052755,4.8715,292.2901,0.228084,0.254856,9.9e-05,0.516729,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.052815,4.8714,292.2816,0.228091,0.25488,9.9e-05,0.516866,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.05289,4.8712,292.2709,0.228099,0.254802,0.000183,0.516782,1.1171,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.03837,4.9059,294.3529,0.226486,0.25307,8.8e-05,0.516804,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.039521,4.9031,294.1867,0.226613,0.253293,9.2e-05,0.51672,1.1177,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.052045,4.8732,292.3913,0.228005,0.254762,9.3e-05,0.516447,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.051506,4.8745,292.4681,0.227945,0.2547,6.7e-05,0.516502,1.1174,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.050445,4.877,292.6194,0.227827,0.254477,0.000107,0.5164,1.117,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.050226,4.8775,292.6507,0.227803,0.254456,1.9e-05,0.516352,1.117,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.034444,4.9153,294.9209,0.226049,0.252617,4e-05,0.515131,1.1175,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.049887,4.8783,292.699,0.227765,0.254578,2e-05,0.516561,1.1177,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.05007,4.8779,292.6729,0.227786,0.254451,4e-05,0.51638,1.1171,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.048698,4.8811,292.8689,0.227633,0.25432,9.3e-05,0.516481,1.1172,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
10,600,2.049639,4.8789,292.7345,0.227738,0.254451,5.3e-05,0.516519,1.1173,60.0,6.0,54,66,0.0,0.0,0,0.5,0.5,0.0,0.5,0.0,1.0,60.0,1,ddos
