pkt_count,total_bytes,duration_s,pps,bps,iat_mean,iat_std,iat_min,iat_max,iat_cv,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,payload_mean,payload_std,payload_max,syn_ratio,ack_ratio,fin_ratio,rst_ratio,psh_ratio,syn_ack_ratio,bytes_per_pkt,tls_port,label
21,4065,19.713409,1.0653,206.2048,0.98567,2.527492,0.0,9.937763,2.5642,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
30,4772,46.349112,0.6473,102.9577,1.598245,3.40501,0.0,9.951679,2.1305,159.0667,272.6503,54,1514,104.2667,272.9397,1460,0.0667,0.9667,0.0333,0.0333,0.5333,0.069,159.0667,1,ddos
24,4302,32.940703,0.7286,130.5983,1.432204,3.208849,0.0,9.955396,2.2405,179.25,301.3878,54,1514,124.25,301.7816,1460,0.0833,0.9583,0.0417,0.0417,0.5,0.087,179.25,1,ddos
21,4065,21.647085,0.9701,187.7851,1.082354,2.903911,0.0,9.965941,2.683,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
18,3825,11.189145,1.6087,341.8492,0.658185,2.328489,0.0,9.909108,3.5377,212.5,341.4717,54,1514,157.1667,342.064,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.5,1,ddos
18,3828,12.774009,1.4091,299.671,0.751412,2.376943,0.0,9.908871,3.1633,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3828,12.922194,1.393,296.2345,0.760129,2.382037,0.0,9.893377,3.1337,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3827,12.243315,1.4702,312.5787,0.720195,2.351503,0.0,9.893365,3.2651,212.6111,341.4422,54,1514,157.2778,342.0351,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
18,3828,10.288269,1.7496,372.0743,0.605192,2.322814,0.0,9.892959,3.8381,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3828,13.94908,1.2904,274.4267,0.820534,2.449278,0.0,9.909273,2.985,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
21,4065,21.239546,0.9887,191.3883,1.061977,2.820925,0.0,9.950758,2.6563,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
18,3828,10.756739,1.6734,355.8699,0.632749,2.325461,0.0,9.90946,3.6752,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
25,5820,30.531435,0.8188,190.6232,1.272143,2.92349,0.0,9.951768,2.2981,232.8,394.3921,54,1514,177.36,395.0199,1460,0.08,0.96,0.04,0.04,0.52,0.0833,232.8,1,ddos
18,3827,14.159331,1.2712,270.2811,0.832902,2.466748,0.0,9.91021,2.9616,212.6111,341.4338,54,1514,157.2778,342.0266,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
18,3828,10.765654,1.672,355.5752,0.633274,2.32925,0.0,9.926181,3.6781,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3828,14.196877,1.2679,269.6368,0.83511,2.468551,0.0,9.909643,2.956,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
21,4063,24.469208,0.8582,166.0454,1.22346,3.038646,0.0,9.94856,2.4836,193.4762,319.6107,54,1514,138.3333,320.0856,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.4762,1,ddos
18,3828,12.02632,1.4967,318.3019,0.707431,2.347211,0.0,9.909507,3.3179,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
21,4065,20.586157,1.0201,197.4628,1.029308,2.581026,0.0,9.950994,2.5075,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
24,4302,27.117983,0.885,158.6401,1.179043,2.686831,0.0,9.953415,2.2788,179.25,301.3878,54,1514,124.25,301.7816,1460,0.0833,0.9583,0.0417,0.0417,0.5,0.087,179.25,1,ddos
18,3827,12.967681,1.3881,295.1183,0.762805,2.384649,0.0,9.894978,3.1262,212.6111,341.4422,54,1514,157.2778,342.0351,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
21,4065,22.089598,0.9507,184.0233,1.10448,2.962757,0.0,9.947684,2.6825,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
21,4065,21.994925,0.9548,184.8154,1.099746,2.763558,0.0,9.951343,2.5129,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
21,4065,19.085209,1.1003,212.9922,0.95426,2.745821,0.0,9.949513,2.8774,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
18,3828,10.95773,1.6427,349.3424,0.644572,2.322697,0.0,9.894978,3.6035,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3828,13.457986,1.3375,284.4408,0.791646,2.413525,0.0,9.894307,3.0487,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
21,4065,19.043531,1.1027,213.4583,0.952177,2.712805,0.0,9.950925,2.8491,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
37,6768,51.099966,0.7241,132.4463,1.419443,2.895078,0.0,9.965824,2.0396,182.9189,332.2068,54,1514,127.9459,332.5652,1460,0.0541,0.973,0.027,0.027,0.5676,0.0556,182.9189,1,ddos
21,4065,20.075368,1.0461,202.4869,1.003768,2.828421,0.0,9.948931,2.8178,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
18,3827,12.65589,1.4223,302.3888,0.744464,2.368874,0.0,9.894787,3.182,212.6111,341.4422,54,1514,157.2778,342.0351,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
24,4300,24.505519,0.9794,175.4707,1.065457,2.519228,0.0,9.944152,2.3645,179.1667,301.4108,54,1514,124.1667,301.8043,1460,0.0833,0.9583,0.0417,0.0417,0.5,0.087,179.1667,1,ddos
18,3828,10.75158,1.6742,356.0407,0.632446,2.322282,0.0,9.895378,3.6719,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3828,14.163869,1.2708,270.2651,0.833169,2.466869,0.0,9.895743,2.9608,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
24,4301,22.342806,1.0742,192.5004,0.971426,2.493819,0.0,9.953593,2.5672,179.2083,301.3992,54,1514,124.2083,301.7928,1460,0.0833,0.9583,0.0417,0.0417,0.5,0.087,179.2083,1,ddos
18,3826,12.245469,1.4699,312.4421,0.720322,2.351696,0.0,9.894803,3.2648,212.5556,341.4527,54,1514,157.2222,342.0452,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.5556,1,ddos
18,3827,12.164582,1.4797,314.6018,0.715564,2.348925,0.0,9.894871,3.2826,212.6111,341.4422,54,1514,157.2778,342.0351,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
18,3827,11.256371,1.5991,339.9852,0.662139,2.326231,0.0,9.894933,3.5132,212.6111,341.4338,54,1514,157.2778,342.0266,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
18,3828,14.995901,1.2003,255.2698,0.882112,2.535959,0.0,9.894795,2.8749,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3827,12.003933,1.4995,318.8122,0.706114,2.343252,0.0,9.895027,3.3185,212.6111,341.4422,54,1514,157.2778,342.0351,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
18,3826,10.371719,1.7355,368.8877,0.610101,2.326658,0.0,9.911099,3.8136,212.5556,341.4613,54,1514,157.2222,342.0539,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.5556,1,ddos
21,4064,20.256422,1.0367,200.6277,1.012821,2.551338,0.0,9.967194,2.519,193.5238,319.5963,54,1514,138.381,320.0713,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5238,1,ddos
24,4302,29.897571,0.8027,143.8913,1.299894,2.933785,0.0,9.942835,2.2569,179.25,301.3878,54,1514,124.25,301.7816,1460,0.0833,0.9583,0.0417,0.0417,0.5,0.087,179.25,1,ddos
21,4065,19.055715,1.102,213.3218,0.952786,2.659016,0.0,9.950514,2.7908,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
18,3828,14.056858,1.2805,272.3226,0.826874,2.455728,0.0,9.894669,2.9699,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3828,14.891625,1.2087,257.0572,0.875978,2.526902,0.0,9.89419,2.8847,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3828,10.605884,1.6972,360.9317,0.623876,2.325508,0.0,9.90988,3.7275,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
21,4064,19.426109,1.081,209.203,0.971305,2.634749,0.0,9.965613,2.7126,193.5238,319.604,54,1514,138.381,320.0791,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5238,1,ddos
13,976,29.487377,0.4409,33.0989,2.457281,3.671467,0.000124,9.947244,1.4941,75.0769,17.0811,54,97,21.0769,17.0811,43,0.0,1.0,0.0769,0.0769,0.5385,0.0,75.0769,1,ddos
18,3828,15.002068,1.1998,255.1648,0.882475,2.53686,0.0,9.895554,2.8747,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
30,4776,45.161246,0.6643,105.7544,1.557284,3.190324,0.0,9.948248,2.0486,159.2,272.6196,54,1514,104.4,272.9093,1460,0.0667,0.9667,0.0333,0.0333,0.5333,0.069,159.2,1,ddos
18,3827,13.928757,1.2923,274.7553,0.819339,2.446408,0.0,9.894011,2.9858,212.6111,341.4338,54,1514,157.2778,342.0266,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
18,3828,10.213753,1.7623,374.7888,0.600809,2.323712,0.0,9.893784,3.8676,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3828,10.682544,1.685,358.3416,0.628385,2.321433,0.0,9.894297,3.6943,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3827,11.632266,1.5474,328.9987,0.684251,2.332806,0.0,9.89424,3.4093,212.6111,341.4338,54,1514,157.2778,342.0266,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
18,3825,10.839906,1.6605,352.8628,0.637642,2.32177,0.0,9.893508,3.6412,212.5,341.4805,54,1514,157.1667,342.0728,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.5,1,ddos
18,3828,12.213894,1.4737,313.4136,0.718464,2.354248,0.0,9.908945,3.2768,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
21,4064,22.72565,0.9241,178.8288,1.136283,2.793028,0.0,9.948812,2.458,193.5238,319.5963,54,1514,138.381,320.0713,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5238,1,ddos
18,3828,11.557783,1.5574,331.2054,0.67987,2.334964,0.0,9.909887,3.4344,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
21,4065,21.250396,0.9882,191.2906,1.06252,2.728233,0.0,9.964487,2.5677,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
10,739,22.883811,0.437,32.2936,2.542646,3.939696,0.000129,9.961938,1.5494,73.9,17.4554,54,97,19.9,17.4554,43,0.0,1.0,0.1,0.1,0.5,0.0,73.9,1,ddos
33,5012,50.658312,0.6514,98.9374,1.583072,3.090554,0.0,9.96078,1.9523,151.8788,260.9993,54,1514,97.1515,261.2542,1460,0.0606,0.9697,0.0303,0.0303,0.5455,0.0625,151.8788,1,ddos
24,4302,28.649111,0.8377,150.1617,1.245614,2.897455,0.0,9.93851,2.3261,179.25,301.3878,54,1514,124.25,301.7816,1460,0.0833,0.9583,0.0417,0.0417,0.5,0.087,179.25,1,ddos
33,5009,41.669754,0.7919,120.2071,1.30218,2.635602,0.0,9.940388,2.024,151.7879,261.0186,54,1514,97.0606,261.2732,1460,0.0606,0.9697,0.0303,0.0303,0.5455,0.0625,151.7879,1,ddos
21,4063,19.215798,1.0929,211.4406,0.96079,2.783253,0.0,9.963273,2.8968,193.4762,319.6186,54,1514,138.3333,320.0935,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.4762,1,ddos
21,4065,21.171965,0.9919,191.9992,1.058598,2.751312,0.0,9.964446,2.599,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
21,4064,22.37383,0.9386,181.6408,1.118692,2.775786,0.0,9.963566,2.4813,193.5238,319.5963,54,1514,138.381,320.0713,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5238,1,ddos
18,3827,11.162677,1.6125,342.8389,0.656628,2.324841,0.0,9.894521,3.5406,212.6111,341.4422,54,1514,157.2778,342.0351,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
24,4301,25.641901,0.936,167.7333,1.114865,2.912831,0.0,9.941182,2.6127,179.2083,301.392,54,1514,124.2083,301.7857,1460,0.0833,0.9583,0.0417,0.0417,0.5,0.087,179.2083,1,ddos
24,4300,24.550602,0.9776,175.1485,1.067417,2.580858,0.0,9.948802,2.4179,179.1667,301.4035,54,1514,124.1667,301.7969,1460,0.0833,0.9583,0.0417,0.0417,0.5,0.087,179.1667,1,ddos
24,4301,33.212975,0.7226,129.4976,1.444042,3.261186,0.0,9.956543,2.2584,179.2083,301.3992,54,1514,124.2083,301.7928,1460,0.0833,0.9583,0.0417,0.0417,0.5,0.087,179.2083,1,ddos
10,738,22.116045,0.4522,33.3694,2.457338,3.779269,0.000157,9.963033,1.538,73.8,17.3251,54,97,19.8,17.3251,43,0.0,1.0,0.1,0.1,0.5,0.0,73.8,1,ddos
30,4776,43.671539,0.6869,109.3618,1.505915,3.05621,0.0,9.947324,2.0295,159.2,272.6196,54,1514,104.4,272.9093,1460,0.0667,0.9667,0.0333,0.0333,0.5333,0.069,159.2,1,ddos
18,3827,12.294345,1.4641,311.2813,0.723197,2.357853,0.0,9.910618,3.2603,212.6111,341.4422,54,1514,157.2778,342.0351,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
18,3828,12.117904,1.4854,315.8962,0.712818,2.346837,0.0,9.894852,3.2923,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
21,4064,19.659542,1.0682,206.719,0.982977,2.521733,0.0,9.951239,2.5654,193.5238,319.604,54,1514,138.381,320.0791,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5238,1,ddos
21,4065,17.67199,1.1883,230.025,0.8836,2.570515,0.0,9.949068,2.9091,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
18,3827,12.984369,1.3863,294.739,0.763786,2.386118,0.0,9.895761,3.1241,212.6111,341.4422,54,1514,157.2778,342.0351,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
24,4301,24.696858,0.9718,174.1517,1.073776,2.676079,0.0,9.941386,2.4922,179.2083,301.3992,54,1514,124.2083,301.7928,1460,0.0833,0.9583,0.0417,0.0417,0.5,0.087,179.2083,1,ddos
18,3828,12.052502,1.4935,317.6104,0.708971,2.34515,0.0,9.896855,3.3078,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3828,10.255648,1.7551,373.2577,0.603273,2.324076,0.0,9.897081,3.8524,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
21,4064,24.840501,0.8454,163.6038,1.242025,3.064912,0.0,9.944084,2.4677,193.5238,319.604,54,1514,138.381,320.0791,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5238,1,ddos
7,502,10.526139,0.665,47.6908,1.754357,3.674621,0.000155,9.960461,2.0946,71.7143,17.9262,54,97,17.7143,17.9262,43,0.0,1.0,0.1429,0.1429,0.4286,0.0,71.7143,1,ddos
18,3828,11.06025,1.6274,346.1043,0.650603,2.324091,0.0,9.897874,3.5722,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3827,12.992962,1.3854,294.5441,0.764292,2.386038,0.0,9.897448,3.1219,212.6111,341.4338,54,1514,157.2778,342.0266,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
18,3828,11.386509,1.5808,336.1873,0.669795,2.32853,0.0,9.897445,3.4765,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3827,10.923413,1.6478,350.3484,0.642554,2.323162,0.0,9.89753,3.6155,212.6111,341.4338,54,1514,157.2778,342.0266,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
18,3828,13.89799,1.2952,275.4355,0.817529,2.444904,0.0,9.898047,2.9906,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
18,3827,11.04089,1.6303,346.6206,0.649464,2.32451,0.0,9.898695,3.5791,212.6111,341.4338,54,1514,157.2778,342.0266,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
18,3828,10.649463,1.6902,359.4547,0.626439,2.322516,0.0,9.898845,3.7075,212.6667,341.4233,54,1514,157.3333,342.0164,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6667,1,ddos
21,4065,22.450314,0.9354,181.0665,1.122516,2.941816,0.0,9.961832,2.6207,193.5714,319.5896,54,1514,138.4286,320.0648,1460,0.0952,0.9524,0.0476,0.0476,0.4762,0.1,193.5714,1,ddos
18,3827,12.645669,1.4234,302.6333,0.743863,2.369624,0.0,9.899591,3.1856,212.6111,341.4422,54,1514,157.2778,342.0351,1460,0.1111,0.9444,0.0556,0.0556,0.4444,0.1176,212.6111,1,ddos
7,502,13.491808,0.5188,37.2078,2.248635,3.669907,0.000173,9.947859,1.6321,71.7143,17.9262,54,97,17.7143,17.9262,43,0.0,1.0,0.1429,0.1429,0.4286,0.0,71.7143,1,ddos
7,502,10.930587,0.6404,45.9262,1.821765,3.649337,0.00012,9.947159,2.0032,71.7143,17.9262,54,97,17.7143,17.9262,43,0.0,1.0,0.1429,0.1429,0.4286,0.0,71.7143,1,ddos
7,502,10.871836,0.6439,46.1744,1.811973,3.65178,0.000171,9.947033,2.0154,71.7143,17.9262,54,97,17.7143,17.9262,43,0.0,1.0,0.1429,0.1429,0.4286,0.0,71.7143,1,ddos
10,739,19.895041,0.5026,37.1449,2.21056,3.571275,0.000165,9.961855,1.6156,73.9,17.4554,54,97,19.9,17.4554,43,0.0,1.0,0.1,0.1,0.5,0.0,73.9,1,ddos
10,738,18.827033,0.5312,39.199,2.091893,3.388904,0.000165,9.948402,1.62,73.8,17.3251,54,97,19.8,17.3251,43,0.0,1.0,0.1,0.1,0.5,0.0,73.8,1,ddos
13,976,24.573144,0.529,39.7182,2.047762,3.238349,0.000166,9.966846,1.5814,75.0769,17.0811,54,97,21.0769,17.0811,43,0.0,1.0,0.0769,0.0769,0.5385,0.0,75.0769,1,ddos
7,501,10.842562,0.6456,46.2068,1.807094,3.653356,0.000186,9.947516,2.0217,71.5714,17.727,54,97,17.5714,17.727,43,0.0,1.0,0.1429,0.1429,0.4286,0.0,71.5714,1,ddos
7,502,12.415945,0.5638,40.4319,2.069324,3.633146,0.000178,9.953128,1.7557,71.7143,17.9262,54,97,17.7143,17.9262,43,0.0,1.0,0.1429,0.1429,0.4286,0.0,71.7143,1,ddos
4,264,4.462111,0.8964,59.1648,1.48737,2.102473,0.000108,4.460716,1.4136,66.0,17.4929,54,96,12.0,17.4929,42,0.0,1.0,0.25,0.25,0.25,0.0,66.0,1,ddos
4,265,2.888716,1.3847,91.7363,0.962905,1.361093,0.000151,2.887781,1.4135,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
4,265,4.603229,0.869,57.5683,1.53441,2.168962,0.00016,4.601785,1.4135,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
4,264,0.812075,4.9257,325.0932,0.270692,0.382142,0.000163,0.811122,1.4117,66.0,17.4929,54,96,12.0,17.4929,42,0.0,1.0,0.25,0.25,0.25,0.0,66.0,1,ddos
4,265,1.256676,3.183,210.8738,0.418892,0.591339,0.00018,1.255172,1.4117,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
13,975,25.214585,0.5156,38.6681,2.101215,3.641785,0.000169,9.955657,1.7332,75.0,16.9842,54,97,21.0,16.9842,43,0.0,1.0,0.0769,0.0769,0.5385,0.0,75.0,1,ddos
4,265,2.216333,1.8048,119.5669,0.738778,1.04404,7.2e-05,2.215273,1.4132,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
7,502,12.170227,0.5752,41.2482,2.028371,3.636198,9.5e-05,9.96859,1.7927,71.7143,17.9262,54,97,17.7143,17.9262,43,0.0,1.0,0.1429,0.1429,0.4286,0.0,71.7143,1,ddos
7,502,12.813797,0.5463,39.1765,2.135633,3.648141,0.00011,9.96813,1.7082,71.7143,17.9262,54,97,17.7143,17.9262,43,0.0,1.0,0.1429,0.1429,0.4286,0.0,71.7143,1,ddos
4,265,3.861133,1.036,68.6327,1.287044,1.819606,0.000174,3.860356,1.4138,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
4,265,4.896811,0.8169,54.1169,1.63227,2.307383,9.2e-05,4.895402,1.4136,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
4,265,3.567644,1.1212,74.2787,1.189215,1.680761,0.00016,3.56617,1.4133,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
4,265,0.273804,14.609,967.8458,0.091268,0.128035,0.000171,0.272336,1.4028,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
4,265,1.405344,2.8463,188.5659,0.468448,0.661551,8.2e-05,1.404022,1.4122,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
4,265,2.695331,1.484,98.3182,0.898444,1.269547,0.000172,2.693854,1.4131,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
4,265,4.490792,0.8907,59.0096,1.496931,2.116309,0.000118,4.489844,1.4138,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
4,264,4.643594,0.8614,56.8525,1.547865,2.188463,0.000164,4.642819,1.4139,66.0,17.4929,54,96,12.0,17.4929,42,0.0,1.0,0.25,0.25,0.25,0.0,66.0,1,ddos
4,264,3.524086,1.135,74.913,1.174695,1.660291,0.000152,3.522701,1.4134,66.0,17.4929,54,96,12.0,17.4929,42,0.0,1.0,0.25,0.25,0.25,0.0,66.0,1,ddos
4,264,1.701829,2.3504,155.1272,0.567276,0.801662,9.1e-05,1.700997,1.4132,66.0,17.4929,54,96,12.0,17.4929,42,0.0,1.0,0.25,0.25,0.25,0.0,66.0,1,ddos
4,265,1.175679,3.4023,225.4017,0.391893,0.553255,0.000104,1.174313,1.4117,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
4,265,4.002607,0.9993,66.2069,1.334202,1.886205,9.8e-05,4.001699,1.4137,66.25,17.9217,54,97,12.25,17.9217,43,0.0,1.0,0.25,0.25,0.25,0.0,66.25,1,ddos
41,6383,16.319861,2.5123,391.1185,0.407997,0.868662,0.0,3.615593,2.1291,155.6829,242.0895,54,1514,100.8049,242.4347,1460,0.0732,0.9512,0.0244,0.0488,0.5366,0.0769,155.6829,1,normal
30,5235,13.332224,2.2502,392.6577,0.459732,1.029431,0.0,3.63374,2.2392,174.5,276.3838,54,1514,119.7,276.7138,1460,0.0667,0.9667,0.0333,0.0333,0.5333,0.069,174.5,1,normal
39,5683,21.163795,1.8428,268.5246,0.556942,1.1548,0.0,3.783452,2.0735,145.7179,241.6774,54,1514,91.1026,241.8947,1460,0.0513,0.9744,0.0256,0.0256,0.5641,0.0526,145.7179,1,normal
33,5335,8.647157,3.8163,616.9658,0.270224,0.65005,0.0,2.850274,2.4056,161.6667,262.9847,54,1514,106.9394,263.2647,1460,0.0606,0.9697,0.0303,0.0303,0.5455,0.0625,161.6667,1,normal
39,6262,18.070504,2.1582,346.5316,0.47554,0.973194,0.0,3.577737,2.0465,160.5641,247.2864,54,1514,105.9487,247.5357,1460,0.0513,0.9744,0.0256,0.0256,0.5641,0.0526,160.5641,1,normal
24,4507,5.364701,4.4737,840.1214,0.233248,0.646632,0.0,2.862192,2.7723,187.7917,303.4383,54,1514,132.7917,303.8576,1460,0.0833,0.9583,0.0417,0.0417,0.5,0.087,187.7917,1,normal
